Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
fca21afa-b9ca-26d4-5ae4-41d70fe0655c,1941-11-30,,999-60-2110,S99913868,X60832714X,Mrs.,Marhta321,Gaylene599,Kuhlman484,,Corwin846,M,white,nonhispanic,F,Winchester  Massachusetts  US,629 Cassin Extension,Quincy,Massachusetts,Norfolk County,25021,2169,42.22316619774447,-71.00660461587854,20915.54,803829.62,16997
85a6db69-d888-d137-7d93-35b8708dfbba,1972-10-22,,999-33-4845,S99948305,X64941065X,Mrs.,Wendie72,Darcy899,Dooley940,,Eichmann909,D,white,nonhispanic,F,Bellingham  Massachusetts  US,208 Metz Plaza Apt 55,Mansfield,Massachusetts,Bristol County,,0,41.993083831726466,-71.21527057071089,14614.42,777488.75,18107
a61a3345-ac8e-435c-8581-cdaf0da86fb4,1952-07-16,,999-79-4605,S99916223,X14625168X,Mrs.,Isabell86,Blossom971,Williamson769,,Mraz590,W,white,nonhispanic,F,Shrewsbury  Massachusetts  US,328 Senger Parade Suite 79,Boston,Massachusetts,Suffolk County,25025,2110,42.27432243696838,-71.12817347143394,883381.05,278546.58,67572
76fa14f3-b8a9-4166-5d7a-662c848ca758,1980-05-08,,999-49-5991,S99986035,X2624840X,Mrs.,Elna874,Ellie521,Kuhic920,,Bruen238,D,white,nonhispanic,F,Uxbridge  Massachusetts  US,685 Konopelski Rue,Abington,Massachusetts,Plymouth County,25023,2351,42.143492059304,-70.94063880309083,508982.72,272246.38,89173
b4b7d35f-796f-9f68-0db9-61ca948bfd79,1918-10-17,2000-02-22,999-16-1557,S99914598,X81159408X,Mr.,Jeffry142,Daren950,Hammes673,,,M,white,nonhispanic,M,Boston  Massachusetts  US,768 Yundt Run Unit 57,Lawrence,Massachusetts,Essex County,25009,1843,42.71641149893317,-71.20762897247299,39905.72,792586.13,15086
d0bbc293-7041-ba65-8b59-076f8081b597,1974-08-29,,999-98-6365,S99925079,X40339824X,Mrs.,Cristin88,,Kiehn525,,Will178,M,white,nonhispanic,F,Springfield  Massachusetts  US,698 Leffler Ramp,Wakefield,Massachusetts,Middlesex County,25017,1880,42.5263476483839,-71.04412466339421,218687.99,1251833.05,194510
830c55d0-46a4-f62a-6304-a57dbc03546f,1977-08-14,,999-44-1949,S99970547,X57574778X,Mrs.,Alia555,Nila48,Kilback373,,Kulas532,M,black,nonhispanic,F,Westport  Massachusetts  US,818 Howell Street,Weymouth,Massachusetts,Norfolk County,25021,2190,42.1855331582066,-70.96652084075498,295113.6,1210442.33,33319
93588150-12a0-d2cf-506d-5d648d2082ac,1947-12-30,,999-12-6449,S99953429,X66234523X,Mr.,Forest317,Jeremiah751,Haley279,,,D,white,nonhispanic,M,Whitman  Massachusetts  US,753 Champlin Terrace,Barnstable,Massachusetts,Barnstable County,25001,2668,41.61590645708598,-70.39836086083236,435921.82,842724.62,93993
95124fed-b8e5-1989-b74d-da0da84d0b96,1953-09-18,,999-20-1906,S99985154,X68899569X,Mr.,Jonah176,Timmy68,Funk324,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,497 Sawayn Club Suite 32,Holyoke,Massachusetts,Hampden County,25013,1040,42.23587286117232,-72.66285421009336,140414.53,95023.1,51736
8b576842-33a5-d32a-3def-597c8d4e9fb7,1963-12-06,,999-13-6094,S99941714,X2151130X,Mr.,Marshall526,,Durgan499,,,D,white,nonhispanic,M,Pembroke  Massachusetts  US,609 Zieme Mill,Holden,Massachusetts,Worcester County,,0,42.35296109883355,-71.84085225208189,89658.85,181068.18,199064
e8d8055c-7de7-5669-a1b9-e0d58ef09f02,1955-12-28,,999-68-8556,S99974056,X41643804X,Mrs.,Carol737,Renae431,Marks830,,Casper496,M,white,nonhispanic,F,Boston  Massachusetts  US,515 Wisozk Mews Unit 73,Malden,Massachusetts,Middlesex County,25017,2155,42.452197375874256,-71.09332999987339,669829.0,85924.83,51762
5bfda5d2-f513-d616-17a8-6594671fd007,1978-11-03,,999-30-8664,S99943013,X82549893X,Mr.,Raúl937,Cristobal567,Caldera106,,,D,white,hispanic,M,Ponce  Puerto Rico  PR,762 Kunde Hollow,Lawrence,Massachusetts,Essex County,25009,1841,42.74070057802889,-71.19162979524711,121983.52,691833.15,111638
b1ce0ec6-440e-ad0d-6b98-d56146958971,1951-11-30,,999-71-2851,S99986266,X37819364X,Mr.,Ben667,Fidel864,Gerlach374,,,D,white,nonhispanic,M,Cohasset  Massachusetts  US,936 Lehner Path,Malden,Massachusetts,Middlesex County,25017,2155,42.42220326112658,-71.02996022147177,142604.64,117293.72,71000
175b8072-96a4-c03c-9a1f-03c130e5188b,1997-12-27,,999-65-1146,S99941077,X1841494X,Mrs.,Nerissa37,Teodora360,Boehm581,,Goyette777,M,white,nonhispanic,F,Plymouth  Massachusetts  US,218 Turner Village,Brockton,Massachusetts,Plymouth County,25023,2351,42.07166269109929,-71.03216382409367,7115.02,323210.37,17890
f7a86c8b-0438-0a08-87e5-f8120aca3ace,1976-05-07,,999-42-8156,S99984930,X1560228X,Mr.,Pat3,Ben667,Konopelski743,,,M,black,nonhispanic,M,North Adams  Massachusetts  US,794 Walter Hollow,Leominster,Massachusetts,Worcester County,25027,1420,42.588281012133365,-71.84160190778856,267902.88,125318.33,43579
f9737cf7-fbbc-2bb6-ea9d-0a6628a34584,1978-04-14,,999-60-9315,S99989036,X51697119X,Mr.,Gino587,Kareem959,Durgan499,,,M,white,nonhispanic,M,West Newbury  Massachusetts  US,753 Hauck Plaza,Abington,Massachusetts,Plymouth County,25023,2351,42.078156409258284,-70.98997497966964,117669.29,0.0,96237
806942b2-54f5-52ac-1cc2-62ff8deb9de3,1974-05-09,,999-24-2210,S99973046,X71238406X,Mr.,Dominic463,,Bogisich202,,,M,white,nonhispanic,M,Natick  Massachusetts  US,675 Gutmann Vista,North Attleborough,Massachusetts,Bristol County,,0,42.01343594778092,-71.3077179591445,116314.02,10867.9,184512
f8449a8e-dcaa-2be0-4086-11c75ea44f4a,1956-08-08,2005-05-23,999-39-3837,S99918225,X35210833X,Mr.,Ezekiel373,Derrick232,Wolf938,,,S,white,nonhispanic,M,Carver  Massachusetts  US,564 Dickinson Annex Unit 7,Mashpee,Massachusetts,Barnstable County,,0,41.610109425164076,-70.51618085089694,89367.5,11814.44,29057
46e6fd3d-dac7-ae78-6e17-33292af3dd54,1933-08-02,,999-64-9136,S99939822,X48266021X,Mrs.,Tamala194,Theda286,Leffler128,,Parker433,M,white,nonhispanic,F,Somerset  Massachusetts  US,688 Vandervort Mill,Methuen,Massachusetts,Essex County,25009,1841,42.71602654661646,-71.22165679478894,327221.13,1386962.64,30228
cec4a050-0aab-e7df-74a8-d1c4a4162bca,1994-09-02,,999-43-9826,S99923850,X80532297X,Mr.,Oswaldo857,,Casper496,,,S,white,nonhispanic,M,Walpole  Massachusetts  US,969 Erdman Approach,Brookline,Massachusetts,Norfolk County,25021,2445,42.354823301264396,-71.17196617808716,87678.25,25550.48,58
6b20dc71-4610-53f8-42a3-cb62b63a7662,1953-02-03,2017-04-28,999-81-7904,S99937455,X72750262X,Mrs.,Margo702,,Pacocha935,,Romaguera67,M,white,nonhispanic,F,Plymouth  Massachusetts  US,593 Durgan Common,Yarmouth,Massachusetts,Barnstable County,,0,41.71843194318216,-70.2679538720523,335794.87,551036.71,160877
37a1a7af-c6bf-ccc0-6b50-c2e88a14f252,1946-06-10,,999-90-7336,S99947753,X83743368X,Mrs.,Isaura563,Elouise806,Botsford977,,Rogahn59,M,white,nonhispanic,F,Dracut  Massachusetts  US,425 Medhurst Dale Apt 90,Holden,Massachusetts,Worcester County,,0,42.35617958822393,-71.9011032178315,203558.01,202989.58,766368
8fd8ebf7-c44f-eaca-88ee-51e636fe69e7,1973-04-28,,999-71-7365,S99917865,X6673562X,Mrs.,Chante435,Delicia67,Muller251,,Bailey598,M,white,nonhispanic,F,Revere  Massachusetts  US,687 Mertz Skyway Apt 52,Palmer,Massachusetts,Hampden County,25013,1079,42.204723417322,-72.36278183227198,147946.51,176456.79,34589
440380e0-586b-a20a-ee89-f9cac05dafe2,1964-06-30,,999-92-3437,S99965934,X16206712X,Mrs.,Vergie176,Layla49,Heidenreich818,,Senger904,M,black,nonhispanic,F,Quincy  Massachusetts  US,636 Breitenberg Station Suite 50,Fall River,Massachusetts,Bristol County,25005,2721,41.64590287998179,-71.1759016878208,853479.97,109004.42,99352
0dd5812e-5541-3ad8-d839-6377b13e6915,1938-11-22,2020-01-20,999-45-8286,S99982553,X75006017X,Mr.,Danilo179,Raymundo71,Welch179,,,M,white,nonhispanic,M,Danvers  Massachusetts  US,425 Feeney Trail,Taunton,Massachusetts,Bristol County,25005,2718,41.8796828860626,-71.11962157582731,164206.56,1430772.48,63106
a01559ae-71fb-d0ce-8ecf-0611144a8560,1964-08-22,,999-59-3871,S99954221,X55718516X,Mrs.,Pam996,Beula159,Bergnaum523,,Weber641,M,white,nonhispanic,F,Lexington  Massachusetts  US,511 Rippin Station Suite 80,South Dennis,Massachusetts,Barnstable County,25001,2660,41.689535754575246,-70.19816092417317,16080.76,957312.5,23010
2ce9303f-af9c-8343-9eb3-689518eac4ab,1997-06-13,,999-70-4325,S99992306,X21598029X,Ms.,Maryanna659,Ayanna800,Welch179,,,S,white,nonhispanic,F,Tewksbury  Massachusetts  US,308 Kuvalis Frontage road,Rochester,Massachusetts,Plymouth County,,0,41.72261589568689,-70.80181578906767,90264.76,169176.41,54888
93ef3cf4-6ab8-0676-f179-8add18a2f21f,1978-07-21,,999-20-7148,S99944377,X72441476X,Mrs.,Odelia236,Antonio44,Koepp521,,Koch169,M,white,nonhispanic,F,Holyoke  Massachusetts  US,912 Rohan Fort,Ludlow,Massachusetts,Hampden County,,0,42.1505989058187,-72.47481399057187,322405.62,367727.74,97221
06283b42-6d21-0019-3fb1-d7ec91c408ea,1958-08-04,,999-65-2293,S99976342,X55764036X,Mr.,Kelley882,Freddie621,Ratke343,,,W,white,nonhispanic,M,Pittsfield  Massachusetts  US,147 Rosenbaum Crossroad Unit 25,Falmouth,Massachusetts,Barnstable County,25001,2540,41.60562339609949,-70.64353506410578,199295.0,137805.61,32855
43d2c71b-a91b-8fcb-cba9-7f1da780f264,1955-04-22,,999-74-9117,S99914508,X85995683X,Mrs.,Cherelle538,Lakiesha286,Huels583,,Schinner682,D,white,nonhispanic,F,Plymouth  Massachusetts  US,436 Veum Throughway Apt 48,Easton,Massachusetts,Bristol County,,0,42.061134979216284,-71.08076214108586,436834.39,153125.3,111805
261e1ff7-2f55-cc76-3d39-ae6603e15e71,1974-10-13,,999-88-2008,S99970401,X75381352X,Mrs.,Maurita219,Cammie978,Leannon79,,Hackett68,M,white,nonhispanic,F,Belmont  Massachusetts  US,266 Robel Burg Apt 5,Millis,Massachusetts,Norfolk County,,0,42.19345518990873,-71.37863995317772,453266.7,418118.51,98806
f09e9b8e-35e2-b3fb-76a3-94b5a4d6b5fb,1970-09-10,,999-68-6727,S99910553,X67668732X,Mrs.,Lanelle105,Mayola305,Hermann103,,Wunsch504,M,black,nonhispanic,F,Foxborough  Massachusetts  US,740 Hartmann Key,Lawrence,Massachusetts,Essex County,25009,1843,42.69790973391001,-71.11839437463748,300530.91,1158849.22,30893
381716bb-9362-b750-9241-d6e05d532179,1917-03-29,,999-11-2684,S99934163,X50226747X,Mr.,Norman647,Kendall673,Champlin946,,,M,white,hispanic,M,Lawrence  Massachusetts  US,442 Douglas Run,Watertown,Massachusetts,Middlesex County,25017,2472,42.3876679217051,-71.20468376815094,153353.72,1313644.91,164288
90541c6a-7528-1a73-20bc-3fe93c452dff,1945-02-21,2013-10-11,999-59-7277,S99922587,X38842767X,Mr.,Dane516,Jacinto644,McKenzie376,,,M,white,nonhispanic,M,Belmont  Massachusetts  US,638 Stamm Gate,Pocasset,Massachusetts,Barnstable County,25001,2559,41.65129014086919,-70.57429337561278,275028.51,376969.15,48561
5277dbee-a321-54e6-9b37-333e26db35ba,1957-04-15,,999-62-7956,S99996234,X82828417X,Mr.,Boris111,Clinton763,Goodwin327,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,1044 Luettgen Heights Apt 87,Deerfield,Massachusetts,Franklin County,25011,1342,42.52954353263149,-72.63804000980309,323206.25,437667.05,143441
f4f9c233-dcaa-5c0c-44a2-874ce7596e13,2000-04-07,,999-23-7544,S99967106,X23071365X,Ms.,Lewis216,,Ebert178,,,,other,nonhispanic,F,New Bedford  Massachusetts  US,622 Bergnaum Arcade Suite 39,Pembroke,Massachusetts,Plymouth County,,0,42.10976149369547,-70.83280017440413,40027.35,521270.54,181627
beb4e25a-9ba4-0c15-c504-c9c045b49599,1998-06-13,,999-20-1248,S99994840,X61213474X,Mr.,Alfred550,Bo157,Marquardt819,,,,white,nonhispanic,M,Swampscott  Massachusetts  US,1052 Bartoletti Route,Taunton,Massachusetts,Bristol County,25005,2718,41.951185663791,-71.07607950272202,93745.87,0.0,43265
6a805dea-5b29-8e52-efe7-74658bb91f26,1949-10-01,2009-11-22,999-30-5434,S99968389,X18203712X,Mr.,Malcom15,Tristan353,Cummings51,,,M,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,496 Bode Harbor,Somerville,Massachusetts,Middlesex County,25017,2138,42.41696792437244,-71.1301382761466,189473.5,745847.46,23969
d5915e83-dcfa-a6e7-fb60-656fef3c52c5,1951-03-02,2016-02-20,999-71-3465,S99992306,X35370561X,Mr.,Harlan808,Floyd420,Gutkowski940,,,S,white,nonhispanic,M,New Bedford  Massachusetts  US,500 Batz Park,Sutton,Massachusetts,Worcester County,,0,42.08790164737526,-71.76115826071299,113867.7,678063.25,119387
f7fe29f9-606d-c89a-b893-62b0e50544cd,1962-05-12,,999-68-6490,S99985416,X19703277X,Mrs.,Zenia843,Tiera511,Beatty507,,Kshlerin58,D,white,nonhispanic,F,Weston  Massachusetts  US,378 Gutmann Well,Walpole,Massachusetts,Norfolk County,25021,2081,42.1461052299329,-71.24292704696173,396785.79,1361604.34,146787
7ed53437-854a-5ed7-ca69-91dcfd23a393,1982-01-25,,999-42-2692,S99965489,X18674781X,Mr.,Emerson869,Tad831,Rogahn59,,,M,black,nonhispanic,M,Berlin  Massachusetts  US,744 Zboncak Spur Unit 50,Norwell,Massachusetts,Plymouth County,,0,42.165631157543196,-70.79222310209023,69433.91,173831.02,913646
c49941ee-22bc-a73e-4ac7-46c5d9687c7a,1981-01-03,,999-26-1814,S99943915,X8684596X,Mrs.,Cleopatra935,Pura348,Bergstrom287,,Kreiger457,W,asian,hispanic,F,Dennis Port  Massachusetts  US,1045 Pacocha Divide,Beverly,Massachusetts,Essex County,25009,1915,42.562421644936414,-70.90512930002608,170377.61,669739.01,30702
e3b44516-2208-1638-07c3-0eef72901f91,1996-05-30,,999-21-2459,S99966364,X39263876X,Mrs.,Rachal9,Melinda114,Dickens475,,Kirlin939,M,white,nonhispanic,F,Bridgewater  Massachusetts  US,1014 Gorczany Port,Lawrence,Massachusetts,Essex County,25009,1840,42.659641748261556,-71.15751699707226,110529.94,620745.05,27828
1109377f-2966-1f33-b0ea-50850cb4f2a8,1947-06-23,,999-28-2058,S99928804,X45116352X,Mr.,Jarod376,Brain142,Wilderman619,,,M,white,nonhispanic,M,Melrose  Massachusetts  US,208 Hegmann Annex,Malden,Massachusetts,Middlesex County,25017,2148,42.39274481010647,-71.09141275951191,76827.58,397301.61,85764
cbf727a7-e6b9-f069-9715-8718f67f24ef,1949-09-13,2024-05-09,999-50-1558,S99976108,X31426924X,Mr.,Sylvester827,,Hagenes547,,,S,white,nonhispanic,M,Walpole  Massachusetts  US,333 Nader Quay Apt 62,Newton,Massachusetts,Middlesex County,25017,2466,42.33498714946757,-71.19634277379751,147256.7,609131.51,183957
a112541c-6cd2-308d-45a4-ef005bcdb77f,1972-12-22,,999-44-4556,S99945984,X64491853X,Mrs.,Eloise59,Zelda766,Herzog843,,Koch169,W,white,nonhispanic,F,Whitman  Massachusetts  US,768 Towne Trailer Suite 48,Worcester,Massachusetts,Worcester County,25027,1602,42.24255963932768,-71.78760894572275,725281.85,443708.94,88338
f26ca55d-64d7-62d5-70da-df9b2c48d35c,1946-11-11,,999-91-4885,S99911962,X72091385X,Mr.,Jarred626,Mervin111,Donnelly343,,,S,white,nonhispanic,M,Methuen  Massachusetts  US,529 Cummerata Ferry,New Marlborough,Massachusetts,Berkshire County,,0,42.12971547514546,-73.28389412701176,182329.69,486591.66,35295
21c63f5f-793c-5671-b80e-8d9206bfde0b,1971-09-12,,999-24-2307,S99998172,X60899403X,Mr.,Jerrod232,,Legros616,,,M,white,nonhispanic,M,Ashburnham  Massachusetts  US,883 Bernhard Ferry,Marlborough,Massachusetts,Middlesex County,25017,1752,42.39271274553522,-71.52654704300363,15832.54,155958.25,191696
21586f5b-173e-ca5e-39a8-ef9233a7c22e,1978-11-06,,999-84-3664,S99911871,X26776870X,Mrs.,Sherell789,Logan497,Ratke343,,Marks830,M,white,nonhispanic,F,Kingston  Massachusetts  US,1022 Champlin Ranch,Fall River,Massachusetts,Bristol County,25005,2720,41.6428735915706,-71.1471494295372,14828.16,1178430.18,14469
060c625d-0881-1af1-0d98-2cf6f86b544e,1947-12-01,1995-10-15,999-73-6556,S99942190,X4228139X,Mr.,Diego848,Darrin898,Renner328,PhD,,W,white,nonhispanic,M,Bourne  Massachusetts  US,973 Stehr Grove,Plymouth,Massachusetts,Plymouth County,25023,2360,41.868894006822046,-70.61338833727537,173451.61,0.0,67424
385b3a96-b2ae-68e8-5b7c-73dde6c59b84,1986-12-01,,999-45-6311,S99968411,X43439237X,Mrs.,Dominque770,Golda777,Ledner144,,Jaskolski867,M,white,nonhispanic,F,Heraklion  Heraklion Prefecture  GR,664 Kulas Glen Suite 33,Malden,Massachusetts,Middlesex County,25017,2155,42.42132805327495,-71.15003393798068,194314.93,685883.72,57149
